FIR_ID,FIR_Number,Station_ID,District,Incident_Date,FIR_Date,Crime_Head,Crime_Subhead,BNS_Sections,Latitude,Longitude,Complainant_ID,Victim_ID,Accused_ID,Investigating_Officer,Status
FIR202504910,FIR/4910/2025,PS0025,Bagalkote,2025-01-03 00:13,2025-01-04 11:13,Cyber Crime,Financial Fraud,"IT Act 66D, BNS 318(4)",16.335154,75.853913,P007230,P001536,P006698,SI Mahesh Bhat,Under Investigation
FIR202504817,FIR/4817/2025,PS0228,Chamarajanagar,2025-01-03 12:51,2025-01-04 13:51,NDPS,Drug Trafficking,NDPS Act Sec 20(b),12.134734,77.133494,P006219,P000027,"P002360, P001054",PI Chetan Kumar,Chargesheeted
FIR202501445,FIR/1445/2025,PS0001,Bagalkote,2025-01-04 12:12,2025-01-04 14:12,Dacoity,Armed Dacoity,BNS 310(2),16.197907,75.571966,P005132,P001869,P003089,PI Ramesh Gowda,Chargesheeted
FIR202504610,FIR/4610/2025,PS0237,Chikkaballapura,2025-01-03 14:28,2025-01-04 18:28,POCSO,Harassment,"POCSO Act Sec 4, BNS 64",13.338115,77.661515,P000249,P001154,P006344,PI Harish Naik,Chargesheeted
FIR202501493,FIR/1493/2025,PS0190,Bidar,2025-01-03 14:34,2025-01-05 02:34,Assault,Public Affray,"BNS 115(2), BNS 117(2)",17.745798,77.565582,P000306,P004888,P005623,SI Divya Hegde,Chargesheeted
FIR202501633,FIR/1633/2025,PS0031,Ballari,2025-01-04 15:43,2025-01-05 02:43,Robbery,Chain Snatching with Force,BNS 309(4),14.998394,77.112944,P008324,P005369,P007480,SI Divya Hegde,Closed
FIR202504815,FIR/4815/2025,PS0113,Bengaluru Urban,2025-01-04 23:07,2025-01-05 03:07,Assault,Public Affray,"BNS 115(2), BNS 117(2)",13.166647,77.504488,P005044,P004354,P008181,PI Harish Naik,Chargesheeted
FIR202500486,FIR/0486/2025,PS0250,Chikkaballapura,2025-01-04 21:07,2025-01-05 08:07,Vehicle Theft,Car Theft,BNS 303(2),13.572041,77.821723,P009944,P002412,P001831,SI Mahesh Bhat,Chargesheeted
FIR202503890,FIR/3890/2025,PS0141,Bengaluru Urban,2025-01-05 10:16,2025-01-05 11:16,Vehicle Theft,Car Theft,BNS 303(2),12.864873,77.388993,P006227,P006329,P001467,SI Divya Hegde,Chargesheeted
FIR202500980,FIR/0980/2025,PS0138,Bengaluru Urban,2025-01-01 01:55,2025-01-05 12:55,Fraud,Cheating,BNS 318(4),13.164265,77.454449,P007523,P000393,P001395,SI Prakash Sharma,Closed
FIR202500128,FIR/0128/2025,PS0225,Chamarajanagar,2025-01-03 10:23,2025-01-05 15:23,Theft,Pocket Pick,BNS 303(2),12.016225,76.779156,P005385,P008883,P009699,SI Divya Hegde,Chargesheeted
FIR202504327,FIR/4327/2025,PS0236,Chikkaballapura,2025-01-05 15:58,2025-01-05 19:58,Assault,Simple Assault,"BNS 115(2), BNS 117(2)",13.626283,77.940454,P008556,P006624,P002581,SI Prakash Sharma,Under Investigation
FIR202503420,FIR/3420/2025,PS0128,Bengaluru Urban,2025-01-05 16:00,2025-01-05 21:00,Cyber Crime,Financial Fraud,"IT Act 66D, BNS 318(4)",13.013455,77.590596,P008273,P005420,"P007039, P000307",PI Harish Naik,Chargesheeted
FIR202504345,FIR/4345/2025,PS0076,Bengaluru Rural,2025-01-03 12:17,2025-01-05 21:17,Cyber Crime,Financial Fraud,"IT Act 66D, BNS 318(4)",13.332619,77.752682,P009350,P002474,P007033,SI Ravi Kumar,Chargesheeted
FIR202500201,FIR/0201/2025,PS0182,Bidar,2025-01-04 21:22,2025-01-05 23:22,Assault,Simple Assault,"BNS 115(2), BNS 117(2)",17.897242,77.695876,P005004,P007355,"P003116, P008705",PI Harish Naik,Under Investigation
FIR202501180,FIR/1180/2025,PS0184,Bidar,2025-01-04 15:52,2025-01-06 00:52,Assault,Grievous Hurt,"BNS 115(2), BNS 117(2)",17.891684,77.61826,P002047,P001423,P005899,SI Prakash Sharma,Chargesheeted
FIR202504534,FIR/4534/2025,PS0116,Bengaluru Urban,2025-01-05 13:09,2025-01-06 01:09,Fraud,Corporate Fraud,BNS 318(4),12.985231,77.513581,P004877,P008528,P000054,PI Lakshmi Devi,Chargesheeted
FIR202501347,FIR/1347/2025,PS0100,Bengaluru Rural,2025-01-01 19:18,2025-01-06 01:18,Dacoity,Bank Dacoity,BNS 310(2),13.149587,77.548071,P009535,P005108,P009603,PI Naveen Patil,Untraced
FIR202503518,FIR/3518/2025,PS0017,Bagalkote,2025-01-03 20:09,2025-01-06 02:09,Cyber Crime,Phishing,"IT Act 66D, BNS 318(4)",16.273819,75.56829,P003495,P003909,"P005878, P004181",SI Ravi Kumar,Closed
FIR202503421,FIR/3421/2025,PS0132,Bengaluru Urban,2025-01-04 21:19,2025-01-06 07:19,Cyber Crime,Identity Theft,"IT Act 66D, BNS 318(4)",12.990325,77.660372,P002716,P003216,P008057,SI Prakash Sharma,Closed
FIR202503945,FIR/3945/2025,PS0127,Bengaluru Urban,2025-01-06 01:05,2025-01-06 10:05,POCSO,Sexual Assault on Minor,"POCSO Act Sec 4, BNS 64",13.136484,77.623166,P004049,P008784,P007017,SI Divya Hegde,Chargesheeted
FIR202502029,FIR/2029/2025,PS0125,Bengaluru Urban,2025-01-06 10:15,2025-01-06 15:15,Vehicle Theft,Two-Wheeler Theft,BNS 303(2),12.770448,77.722092,P004934,P009445,P000698,PI Naveen Patil,Under Investigation
FIR202503264,FIR/3264/2025,PS0040,Ballari,2025-01-04 12:58,2025-01-06 15:58,Assault,Grievous Hurt,"BNS 115(2), BNS 117(2)",15.334204,76.822483,P003332,P003407,P002638,PI Lakshmi Devi,Chargesheeted
FIR202500272,FIR/0272/2025,PS0041,Ballari,2025-01-06 14:30,2025-01-06 23:30,Murder,Dowry Homicide,BNS 103(1),15.252023,76.887275,P006518,P005523,P006944,SI Prakash Sharma,Under Investigation
FIR202500358,FIR/0358/2025,PS0097,Bengaluru Rural,2025-01-05 21:25,2025-01-07 00:25,Robbery,Chain Snatching with Force,BNS 309(4),13.131873,77.466433,P009652,P005197,P003910,PI Ramesh Gowda,Chargesheeted
FIR202504179,FIR/4179/2025,PS0160,Bidar,2025-01-06 00:49,2025-01-07 01:49,Theft,House Theft,BNS 303(2),17.86146,77.350656,P000492,P008493,"P007674, P000990",SI Mahesh Bhat,Under Investigation
FIR202503560,FIR/3560/2025,PS0033,Ballari,2025-01-06 17:53,2025-01-07 01:53,POCSO,Harassment,"POCSO Act Sec 4, BNS 64",15.035462,76.825667,P008515,P009579,P005464,SI Divya Hegde,Under Investigation
FIR202500556,FIR/0556/2025,PS0220,Chamarajanagar,2025-01-06 20:09,2025-01-07 05:09,NDPS,Drug Trafficking,NDPS Act Sec 20(b),11.789346,76.798638,P003747,P003277,P003294,PI Naveen Patil,Untraced
FIR202503816,FIR/3816/2025,PS0201,Chamarajanagar,2025-01-06 22:53,2025-01-07 07:53,Fraud,Corporate Fraud,BNS 318(4),12.014009,76.857212,P004661,P008983,P002470,SI Mahesh Bhat,Under Investigation
FIR202504603,FIR/4603/2025,PS0111,Bengaluru Urban,2025-01-07 00:11,2025-01-07 08:11,Cyber Crime,Identity Theft,"IT Act 66D, BNS 318(4)",12.779542,77.576617,P000833,P007768,P008582,PI Naveen Patil,Chargesheeted
FIR202504622,FIR/4622/2025,PS0154,Bidar,2025-01-03 10:51,2025-01-07 12:51,NDPS,Drug Trafficking,NDPS Act Sec 20(b),17.879508,77.393343,P004949,P003712,P001264,SI Ganesh Rao,Chargesheeted
FIR202500484,FIR/0484/2025,PS0015,Bagalkote,2025-01-03 12:01,2025-01-07 17:01,Fraud,Land Scam,BNS 318(4),16.029774,75.702065,P009601,P002686,P007327,PI Harish Naik,Closed
FIR202503152,FIR/3152/2025,PS0072,Bengaluru Rural,2025-01-07 10:16,2025-01-07 18:16,Murder,Personal Enmity,BNS 103(1),13.290207,77.640844,P009531,P001860,P006472,PI Ramesh Gowda,Under Investigation
FIR202500468,FIR/0468/2025,PS0207,Chamarajanagar,2025-01-07 17:24,2025-01-07 19:24,Dacoity,Armed Dacoity,BNS 310(2),12.062987,77.097158,P005089,P005640,"P001932, P009729",SI Prakash Sharma,Closed
FIR202500522,FIR/0522/2025,PS0036,Ballari,2025-01-05 14:32,2025-01-07 20:32,Dacoity,Bank Dacoity,BNS 310(2),15.240263,76.74634,P007812,P008596,P008413,PI Chetan Kumar,Chargesheeted
FIR202501843,FIR/1843/2025,PS0217,Chamarajanagar,2025-01-06 13:09,2025-01-07 21:09,Fraud,Cheating,BNS 318(4),11.753254,76.915225,P005043,P006249,P003956,PI Chetan Kumar,Under Investigation
FIR202501575,FIR/1575/2025,PS0068,Belagavi,2025-01-07 11:06,2025-01-07 23:06,Theft,Snatching,BNS 303(2),16.048395,74.367261,P008335,P003061,P004977,PI Naveen Patil,Chargesheeted
FIR202504252,FIR/4252/2025,PS0244,Chikkaballapura,2025-01-07 21:35,2025-01-08 01:35,Burglary,Night House Breaking,"BNS 331(3), BNS 331(4)",13.314285,77.894012,P004712,P005765,P004514,SI Ganesh Rao,Under Investigation
FIR202503494,FIR/3494/2025,PS0168,Bidar,2025-01-07 23:38,2025-01-08 01:38,Fraud,Cheating,BNS 318(4),17.730583,77.687001,P002164,P005306,P001284,SI Divya Hegde,Chargesheeted
FIR202500721,FIR/0721/2025,PS0031,Ballari,2025-01-03 18:58,2025-01-08 03:58,Burglary,Day Burglary,"BNS 331(3), BNS 331(4)",14.967472,77.117812,P001637,P008082,P009823,SI Divya Hegde,Chargesheeted
FIR202500107,FIR/0107/2025,PS0230,Chamarajanagar,2025-01-07 07:03,2025-01-08 08:03,Fraud,Corporate Fraud,BNS 318(4),11.738538,77.068446,P007211,P002336,P004083,SI Ganesh Rao,Closed
FIR202502347,FIR/2347/2025,PS0138,Bengaluru Urban,2025-01-08 08:15,2025-01-08 12:15,Fraud,Corporate Fraud,BNS 318(4),13.14784,77.461583,P004200,P003323,P004259,SI Divya Hegde,Chargesheeted
FIR202504313,FIR/4313/2025,PS0095,Bengaluru Rural,2025-01-08 10:18,2025-01-08 16:18,Murder,Gang Conflict,BNS 103(1),13.10006,77.415508,P000467,P003678,P004078,SI Mahesh Bhat,Chargesheeted
FIR202503823,FIR/3823/2025,PS0222,Chamarajanagar,2025-01-08 14:31,2025-01-08 16:31,Cyber Crime,Financial Fraud,"IT Act 66D, BNS 318(4)",11.916779,76.766409,P005743,P008653,P008452,PI Suresh Kulkarni,Chargesheeted
FIR202504810,FIR/4810/2025,PS0189,Bidar,2025-01-04 12:22,2025-01-08 18:22,Assault,Simple Assault,"BNS 115(2), BNS 117(2)",17.915433,77.375806,P004372,P008669,P001238,PI Harish Naik,Chargesheeted
FIR202503224,FIR/3224/2025,PS0057,Belagavi,2025-01-08 15:19,2025-01-08 23:19,NDPS,Drug Trafficking,NDPS Act Sec 20(b),15.695427,74.431737,P001668,P001059,P007369,SI Divya Hegde,Chargesheeted
FIR202504300,FIR/4300/2025,PS0161,Bidar,2025-01-09 00:57,2025-01-09 01:57,Theft,Snatching,BNS 303(2),17.997258,77.501575,P003202,P007330,P007538,SI Ganesh Rao,Under Investigation
FIR202500357,FIR/0357/2025,PS0083,Bengaluru Rural,2025-01-06 02:02,2025-01-09 05:02,Dacoity,Armed Dacoity,BNS 310(2),13.253705,77.555599,P008202,P002772,P005777,PI Ramesh Gowda,Chargesheeted
FIR202504672,FIR/4672/2025,PS0003,Bagalkote,2025-01-08 23:38,2025-01-09 05:38,Assault,Simple Assault,"BNS 115(2), BNS 117(2)",16.316953,75.872693,P006859,P009520,P005559,SI Ganesh Rao,Untraced
FIR202501460,FIR/1460/2025,PS0053,Belagavi,2025-01-06 00:00,2025-01-09 07:00,Dacoity,Armed Dacoity,BNS 310(2),15.852667,74.302727,P004268,P001973,P005683,SI Mahesh Bhat,Chargesheeted
FIR202503654,FIR/3654/2025,PS0070,Bengaluru Rural,2025-01-08 21:16,2025-01-09 08:16,POCSO,Sexual Assault on Minor,"POCSO Act Sec 4, BNS 64",13.251817,77.748586,P006511,P007889,P004992,SI Ganesh Rao,Under Investigation
FIR202500830,FIR/0830/2025,PS0212,Chamarajanagar,2025-01-09 02:24,2025-01-09 09:24,Fraud,Land Scam,BNS 318(4),12.036051,76.850147,P009329,P005883,P009974,SI Ganesh Rao,Chargesheeted
FIR202504302,FIR/4302/2025,PS0149,Bengaluru Urban,2025-01-07 10:06,2025-01-09 16:06,Vehicle Theft,Car Theft,BNS 303(2),13.087936,77.490871,P000388,P005193,P001398,PI Lakshmi Devi,Under Investigation
FIR202504683,FIR/4683/2025,PS0049,Belagavi,2025-01-08 21:44,2025-01-09 22:44,Theft,House Theft,BNS 303(2),15.910518,74.564975,P007543,P009738,P008394,PI Harish Naik,Under Investigation
FIR202500874,FIR/0874/2025,PS0105,Bengaluru Rural,2025-01-09 20:55,2025-01-10 02:55,NDPS,Possession of Narcotics,NDPS Act Sec 20(b),13.165905,77.632204,P006779,P003210,P001852,PI Chetan Kumar,Under Investigation
FIR202501578,FIR/1578/2025,PS0136,Bengaluru Urban,2025-01-09 06:22,2025-01-10 07:22,Cyber Crime,Financial Fraud,"IT Act 66D, BNS 318(4)",12.835711,77.62966,P001281,P008068,P003092,SI Mahesh Bhat,Under Investigation
FIR202502050,FIR/2050/2025,PS0043,Ballari,2025-01-07 23:42,2025-01-10 07:42,Vehicle Theft,Two-Wheeler Theft,BNS 303(2),14.975382,76.992813,P008150,P009264,P001645,SI Ganesh Rao,Chargesheeted
FIR202503849,FIR/3849/2025,PS0063,Belagavi,2025-01-09 01:49,2025-01-10 08:49,POCSO,Sexual Assault on Minor,"POCSO Act Sec 4, BNS 64",16.007381,74.675058,P007881,P007254,P003325,PI Naveen Patil,Chargesheeted
FIR202504288,FIR/4288/2025,PS0248,Chikkaballapura,2025-01-09 23:02,2025-01-10 11:02,Fraud,Land Scam,BNS 318(4),13.23936,77.77432,P000553,P003949,P002390,SI Mahesh Bhat,Under Investigation
FIR202502163,FIR/2163/2025,PS0210,Chamarajanagar,2025-01-10 02:11,2025-01-10 13:11,Cyber Crime,Phishing,"IT Act 66D, BNS 318(4)",11.989071,76.783076,P002126,P008528,P002411,PI Lakshmi Devi,Closed
FIR202502383,FIR/2383/2025,PS0093,Bengaluru Rural,2025-01-10 03:18,2025-01-10 13:18,Dacoity,Armed Dacoity,BNS 310(2),13.213749,77.559793,P004814,P007060,P009144,SI Ganesh Rao,Under Investigation
FIR202502588,FIR/2588/2025,PS0126,Bengaluru Urban,2025-01-10 07:42,2025-01-10 15:42,Vehicle Theft,Two-Wheeler Theft,BNS 303(2),12.876418,77.555828,P008798,P008115,P005209,PI Suresh Kulkarni,Chargesheeted
FIR202503065,FIR/3065/2025,PS0122,Bengaluru Urban,2025-01-10 07:20,2025-01-10 16:20,Assault,Public Affray,"BNS 115(2), BNS 117(2)",13.101087,77.542639,P004946,P007024,P000075,SI Ravi Kumar,Chargesheeted
FIR202503752,FIR/3752/2025,PS0195,Chamarajanagar,2025-01-09 17:57,2025-01-11 01:57,Cyber Crime,Identity Theft,"IT Act 66D, BNS 318(4)",11.868233,77.070695,P001000,P005660,P001912,SI Ganesh Rao,Chargesheeted
FIR202500891,FIR/0891/2025,PS0250,Chikkaballapura,2025-01-10 15:44,2025-01-11 02:44,Fraud,Cheating,BNS 318(4),13.553435,77.813064,P002567,P008109,P002961,SI Ganesh Rao,Chargesheeted
FIR202504627,FIR/4627/2025,PS0178,Bidar,2025-01-11 08:19,2025-01-11 09:19,Assault,Grievous Hurt,"BNS 115(2), BNS 117(2)",17.883832,77.489786,P006500,P006085,P003210,SI Ravi Kumar,Chargesheeted
FIR202500612,FIR/0612/2025,PS0136,Bengaluru Urban,2025-01-11 00:06,2025-01-11 10:06,Burglary,Day Burglary,"BNS 331(3), BNS 331(4)",12.812555,77.622496,P007063,P001663,P009368,PI Ramesh Gowda,Under Investigation
FIR202501958,FIR/1958/2025,PS0055,Belagavi,2025-01-11 13:55,2025-01-11 18:55,Fraud,Corporate Fraud,BNS 318(4),15.84757,74.374661,P009325,P006781,P005201,SI Divya Hegde,Closed
FIR202500564,FIR/0564/2025,PS0045,Ballari,2025-01-08 16:02,2025-01-11 19:02,Assault,Public Affray,"BNS 115(2), BNS 117(2)",14.974482,76.9011,P003045,P000353,P003718,PI Ramesh Gowda,Under Investigation
FIR202501731,FIR/1731/2025,PS0235,Chikkaballapura,2025-01-11 19:25,2025-01-11 22:25,Fraud,Cheating,BNS 318(4),13.275443,77.566813,P004569,P004996,P000138,SI Prakash Sharma,Chargesheeted
FIR202503689,FIR/3689/2025,PS0216,Chamarajanagar,2025-01-11 22:33,2025-01-12 00:33,Fraud,Land Scam,BNS 318(4),11.762501,76.939073,P002566,P004933,P000016,PI Naveen Patil,Chargesheeted
FIR202501366,FIR/1366/2025,PS0007,Bagalkote,2025-01-12 01:29,2025-01-12 02:29,Murder,Dowry Homicide,BNS 103(1),16.05852,75.615873,P008155,P005450,P000198,PI Lakshmi Devi,Chargesheeted
FIR202500896,FIR/0896/2025,PS0223,Chamarajanagar,2025-01-11 17:38,2025-01-12 02:38,Assault,Simple Assault,"BNS 115(2), BNS 117(2)",11.866552,76.775835,P005631,P006155,"P002258, P004206",SI Prakash Sharma,Under Investigation
FIR202501489,FIR/1489/2025,PS0133,Bengaluru Urban,2025-01-10 18:20,2025-01-12 03:20,Cyber Crime,Financial Fraud,"IT Act 66D, BNS 318(4)",13.027503,77.521133,P009538,P001767,"P001428, P007256",PI Suresh Kulkarni,Untraced
FIR202503214,FIR/3214/2025,PS0099,Bengaluru Rural,2025-01-12 00:54,2025-01-12 03:54,Robbery,Highway Robbery,BNS 309(4),13.250849,77.7075,P006444,P008906,P006388,PI Lakshmi Devi,Untraced
FIR202504788,FIR/4788/2025,PS0067,Belagavi,2025-01-11 06:13,2025-01-12 07:13,POCSO,Sexual Assault on Minor,"POCSO Act Sec 4, BNS 64",15.850594,74.707937,P002273,P009843,P005116,PI Harish Naik,Chargesheeted
FIR202500811,FIR/0811/2025,PS0202,Chamarajanagar,2025-01-07 02:21,2025-01-12 13:21,Murder,Personal Enmity,BNS 103(1),11.93919,76.856857,P000049,P001231,P009073,PI Chetan Kumar,Untraced
FIR202502867,FIR/2867/2025,PS0011,Bagalkote,2025-01-12 08:28,2025-01-12 14:28,Assault,Grievous Hurt,"BNS 115(2), BNS 117(2)",16.138232,75.678151,P004810,P005763,P003360,SI Ravi Kumar,Untraced
FIR202502705,FIR/2705/2025,PS0036,Ballari,2025-01-10 03:34,2025-01-12 15:34,Dacoity,Bank Dacoity,BNS 310(2),15.23689,76.762243,P009647,P001314,P007951,SI Ravi Kumar,Untraced
FIR202500608,FIR/0608/2025,PS0144,Bengaluru Urban,2025-01-11 12:15,2025-01-12 16:15,Fraud,Land Scam,BNS 318(4),12.832107,77.569719,P006403,P000569,P007665,PI Suresh Kulkarni,Under Investigation
FIR202502262,FIR/2262/2025,PS0222,Chamarajanagar,2025-01-11 17:50,2025-01-12 21:50,NDPS,Drug Trafficking,NDPS Act Sec 20(b),11.906114,76.750971,P009758,P009897,P002157,SI Ganesh Rao,Under Investigation
FIR202500384,FIR/0384/2025,PS0062,Belagavi,2025-01-12 21:23,2025-01-12 22:23,Burglary,Night House Breaking,"BNS 331(3), BNS 331(4)",15.756557,74.48654,P005565,P000597,P003339,PI Harish Naik,Under Investigation
FIR202502234,FIR/2234/2025,PS0013,Bagalkote,2025-01-11 18:41,2025-01-12 22:41,Theft,Pocket Pick,BNS 303(2),16.154251,75.673433,P007598,P001077,P001172,SI Divya Hegde,Untraced
FIR202503810,FIR/3810/2025,PS0015,Bagalkote,2025-01-12 22:10,2025-01-12 23:10,POCSO,Sexual Assault on Minor,"POCSO Act Sec 4, BNS 64",16.063248,75.673568,P006177,P005104,P003218,PI Suresh Kulkarni,Chargesheeted
FIR202503990,FIR/3990/2025,PS0033,Ballari,2025-01-09 18:54,2025-01-12 23:54,POCSO,Sexual Assault on Minor,"POCSO Act Sec 4, BNS 64",15.030927,76.840576,P007921,P005743,P001805,SI Mahesh Bhat,Under Investigation
FIR202501756,FIR/1756/2025,PS0090,Bengaluru Rural,2025-01-12 00:54,2025-01-13 08:54,POCSO,Sexual Assault on Minor,"POCSO Act Sec 4, BNS 64",13.424387,77.482761,P008196,P008218,P005877,SI Mahesh Bhat,Chargesheeted
FIR202504262,FIR/4262/2025,PS0098,Bengaluru Rural,2025-01-13 04:46,2025-01-13 09:46,Assault,Simple Assault,"BNS 115(2), BNS 117(2)",13.297168,77.722175,P002038,P003411,P008474,PI Suresh Kulkarni,Chargesheeted
FIR202504278,FIR/4278/2025,PS0183,Bidar,2025-01-11 05:59,2025-01-13 12:59,POCSO,Sexual Assault on Minor,"POCSO Act Sec 4, BNS 64",17.757572,77.390155,P008253,P009403,P002803,SI Prakash Sharma,Untraced
FIR202501474,FIR/1474/2025,PS0109,Bengaluru Rural,2025-01-10 14:28,2025-01-13 15:28,Theft,Pocket Pick,BNS 303(2),13.121919,77.580063,P006689,P003516,P003033,PI Ramesh Gowda,Chargesheeted
FIR202504354,FIR/4354/2025,PS0008,Bagalkote,2025-01-09 11:26,2025-01-13 19:26,Vehicle Theft,Two-Wheeler Theft,BNS 303(2),16.255062,75.521221,P003922,P003735,P009067,PI Naveen Patil,Under Investigation
FIR202502844,FIR/2844/2025,PS0177,Bidar,2025-01-12 12:10,2025-01-14 00:10,NDPS,Drug Trafficking,NDPS Act Sec 20(b),18.057586,77.324085,P006377,P002314,P009152,PI Naveen Patil,Untraced
